,ID_Output,No,Date,WH,SalesOrder,Customer,OrderType,Vehicle,Vendor,LoadingCode,BoardName,CodeTOB,Category1,Category2,Unit,Qty_pt,spp,Qty_pcs,PcsArea,Qty_sqm,Detail,Remark
1925,219396,1926,2023-11-23,,PO-DYMS-2310-02,Dongyeung,Sale,,,XKTP-231123-12,SD - 12.5 x 1800 x 900,SD125E,KS SD 12.5mm (Lv 1),SD 12.5mm,Pcs,4.0,90.0,360.0,1.62,583.2,,
1926,219397,1927,2023-11-23,,PO-DYMS-2310-02,Dongyeung,Sale,40,Kukdong,XKTP-231123-13,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,21.0,120.0,2520.0,1.62,4082.4,,
1927,219398,1928,2023-11-23,,PO-DYMS-2310-02,Dongyeung,Sale,,,XKTP-231123-13,FR - 12.5 x 1800 x 900,FR125E,KS FR 12.5mm (Lv 1),FR 12.5mm,Pcs,2.0,90.0,180.0,1.62,291.6,,
1928,219399,1929,2023-11-24,,SO2325,Lê Trần,Sale,Trailer,,XKTP-231124-01,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,15.0,100.0,1500.0,2.9768,4465.2,,
1929,219400,1930,2023-11-24,,SO2325,Lê Trần,Sale,,,XKTP-231124-01,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,5.0,100.0,500.0,2.9768,1488.4,,
1930,219401,1931,2023-11-24,,SO2329,Zinca,Sale,40,TMS,XKTP-231124-02,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,18.0,130.0,2340.0,2.1962,5139.11,,
1931,219402,1932,2023-11-24,,SO2329,Zinca,Sale,40,TMS,XKTP-231124-03,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,5.0,130.0,650.0,2.1962,1427.53,,
1932,219403,1933,2023-11-24,,SO2329,Zinca,Sale,,,XKTP-231124-03,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,13.0,130.0,1690.0,2.1962,3711.58,,
1933,219404,1934,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1934,219405,1935,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1935,219406,1936,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1936,219407,1937,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1937,219408,1938,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1938,219409,1939,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1939,219410,1940,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1940,219411,1941,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1941,219412,1942,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1942,219413,1943,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-13,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1943,219414,1944,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-14,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1944,219415,1945,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-15,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1945,219416,1946,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-16,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1946,219417,1947,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-17,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1947,219418,1948,2023-11-24,,KR-SPR-PO-2309-002,Soo Pull Rim,Sale,40,Daon,XKTP-231124-18,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1948,219419,1949,2023-11-25,,SO2326,Lê Trần,Sale,Trailer,,XKTP-231125-01,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,11.0,100.0,1100.0,2.9768,3274.48,,
1949,219420,1950,2023-11-25,,SO2326,Lê Trần,Sale,,,XKTP-231125-01,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,9.0,100.0,900.0,2.9768,2679.12,,
1950,219421,1951,2023-11-25,,SO2327,Lê Trần,Sale,Trailer,,XKTP-231125-02,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1951,219422,1952,2023-11-25,,SO2338,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231125-03,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,8.0,240.0,1920.0,0.7284,1398.53,,
1952,219423,1953,2023-11-25,,SO2338,VLXD Đệ Nhất,Sale,,,XKTP-231125-03,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,16.0,100.0,1600.0,2.9768,4762.88,,
1953,219424,1954,2023-11-25,,SO2338,H&H Vina,Sale,40,TMS,XKTP-231125-04,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,15.0,80.0,1200.0,2.684,3220.8,,
1954,219425,1955,2023-11-25,,SO2338,H&H Vina,Sale,40,TMS,XKTP-231125-05,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,14.0,80.0,1120.0,2.684,3006.08,,
1955,219426,1956,2023-11-25,,SO2338,H&H Vina,Sale,,,XKTP-231125-05,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,1.0,80.0,80.0,2.684,214.72,,
1956,219427,1957,2023-11-25,,SO2329,Zinca,Sale,40,TMS,XKTP-231125-06,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,2.0,130.0,260.0,2.1962,571.012,,
1957,219428,1958,2023-11-25,,SO2329,Zinca,Sale,,,XKTP-231125-06,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,16.0,130.0,2080.0,2.1962,4568.1,,
1958,219429,1959,2023-11-25,,SO2329,Zinca,Sale,40,TMS,XKTP-231125-07,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,18.0,130.0,2340.0,2.1962,5139.11,,
1959,219430,1960,2023-11-27,,SO2339,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231127-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,17.0,130.0,2210.0,2.9282,6471.32,,
1960,219431,1961,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-04,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1961,219432,1962,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-05,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1962,219433,1963,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1963,219434,1964,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,19.0,120.0,2280.0,1.62,3693.6,,
1964,219435,1965,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,,,XKTP-231127-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,5.0,120.0,600.0,1.62,972.0,,
1965,219436,1966,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1966,219437,1967,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1967,219438,1968,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1968,219439,1969,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1969,219440,1970,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1970,219441,1971,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-13,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1971,219442,1972,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-14,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1972,219443,1973,2023-11-27,,"PO-Daesan-2310-01-rev1+
PO-Daesan-2310-02-rev1",Daesan,Sale,40,Daon,XKTP-231127-15,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1973,219444,1974,2023-11-27,,PO-DYMS-2311-01,Dongyeung,Sale,40,Kukdong,XKTP-231127-16,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,1.0,120.0,120.0,1.62,194.4,,
1974,219445,1975,2023-11-27,,PO-DYMS-2311-01,Dongyeung,Sale,,,XKTP-231127-16,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,14.0,120.0,1680.0,1.62,2721.6,,
1975,219446,1976,2023-11-27,,PO-DYMS-2311-01,Dongyeung,Sale,,,XKTP-231127-16,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,9.0,120.0,1080.0,1.62,1749.6,,
1976,219447,1977,2023-11-27,,SO2329,Zinca,Sale,40,TMS,XKTP-231127-17,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,18.0,130.0,2340.0,2.1962,5139.11,,
1977,219448,1978,2023-11-27,,SO2329,Zinca,Sale,40,TMS,XKTP-231127-18,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,18.0,130.0,2340.0,2.1962,5139.11,,
1978,219449,1979,2023-11-28,,SO2310,Đất Lợi,Sale,Trailer,,XKTP-231128-01,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,18.0,100.0,1800.0,2.9768,5358.24,,
1979,219450,1980,2023-11-28,,SO2310,Đất Lợi,Sale,,,XKTP-231128-01,MR - 9 x 2440 x 1220,MR090H,MR Long 9mm (Lv 1) ,MR 9mm Long,Pcs,2.0,100.0,200.0,2.9768,595.36,,
1980,219451,1981,2023-11-28,,SO2348,J&J,Sale,Trailer,,XKTP-231128-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,1.0,120.0,120.0,2.2326,267.912,,
1981,219452,1982,2023-11-28,,SO2348,J&J,Sale,,,XKTP-231128-02,SD - 9 x 1830 x 1220,SD090C,SD 9mm (Lv 1) ,SD 9mm,Pcs,21.0,120.0,2520.0,2.2326,5626.15,,
1982,219453,1983,2023-11-28,,SO2301,Cơ khí Xây dựng Như Ý,Sale,Truck,,XKTP-231128-03,FRA - 9 x 2200 x 1220,FRA090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,1.0,80.0,80.0,2.684,214.72,,
1983,219454,1984,2023-11-28,,SO2339,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231128-04,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
1984,219455,1985,2023-11-28,,SO2338,H&H Vina,Sale,40,CMI,XKTP-231128-05,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,3.0,80.0,240.0,2.684,644.16,,
1985,219456,1986,2023-11-28,,SO2338,H&H Vina,Sale,,,XKTP-231128-05,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,12.0,80.0,960.0,2.684,2576.64,,
1986,219457,1987,2023-11-28,,SO2338,H&H Vina,Sale,40,CMI,XKTP-231128-06,FR - 9 x 2200 x 1220,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,15.0,80.0,1200.0,2.684,3220.8,,
1987,219458,1988,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,VGSI20231128-DS-001,
1988,219459,1989,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1989,219460,1990,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1990,219461,1991,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1991,219462,1992,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1992,219463,1993,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1993,219464,1994,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-13,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1994,219465,1995,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-14,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1995,219466,1996,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-15,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1996,219467,1997,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-16,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1997,219468,1998,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-17,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1998,219469,1999,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-18,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
1999,219470,2000,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,40,Kukdong,XKTP-231128-19,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,3.0,120.0,360.0,1.62,583.2,,
2000,219471,2001,2023-11-28,,PO-Daesan-2310-02-rev1,Daesan,Sale,,,XKTP-231128-19,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,21.0,120.0,2520.0,1.62,4082.4,,
2001,219472,2002,2023-11-29,,SO2351,Đăng Hưng,Sale,Trailer,,XKTP-231129-01,Cut 240 - 8 x 1208 x 603,SC080AX,Cut Board 8mm (SD) ,SD Cut 8mm,Pcs,26.0,240.0,6240.0,0.7284,4545.22,,
2002,219473,2003,2023-11-29,,SO2351,Đăng Hưng,Sale,,,XKTP-231129-01,MR - 9 x 1830 x 1220,MR090C,MR 9mm (Lv 1),MR 9mm,Pcs,8.0,102.0,816.0,2.2326,1821.8,,
2003,219474,2004,2023-11-29,,SO2328,Lê Trần,Sale,Trailer,,XKTP-231129-03,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
2004,219475,2005,2023-11-29,,SO2329,Zinca,Sale,CMI,,XKTP-231129-04,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,18.0,130.0,2340.0,2.1962,5139.11,,
2005,219476,2006,2023-11-29,,SO2329,Zinca,Sale,CMI,,XKTP-231129-05,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,7.0,130.0,910.0,2.1962,1998.54,,
2006,219477,2007,2023-11-29,,SO2329,Zinca,Sale,,,XKTP-231129-05,SD - 8 x 1815 x 1210,SD080B,SD 8mm (Lv 1) ,SD 8mm,Pcs,11.0,130.0,1430.0,2.1962,3140.57,,
2007,219478,2008,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-06,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,VGSI20231129-DS-001,
2008,219479,2009,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-07,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2009,219480,2010,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-08,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2010,219481,2011,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-09,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2011,219482,2012,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-10,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2012,219483,2013,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-11,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2013,219484,2014,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-12,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2014,219485,2015,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-13,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2015,219486,2016,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-14,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2016,219487,2017,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-15,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2017,219488,2018,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-16,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2018,219489,2019,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-17,SD - 9.5 x 1800 x 900,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2019,219490,2020,2023-11-29,,"PO-Daesan-2310-02-rev1+
PO-Daesan-2311-03",Daesan,Sale,40,Kukdong,XKTP-231129-18,MR - 9.5 x 1800 x 900,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,24.0,120.0,2880.0,1.62,4665.6,,
2020,219491,2021,2023-11-30,,SO2340,VLXD Đệ Nhất,Sale,Trailer,,XKTP-231130-01,SL - 8 x 2420 x 1210,SL080D,Long 8mm (Lv 1) ,SD 8mm Long,Pcs,15.0,130.0,1950.0,2.9282,5709.99,,
2021,219492,2022,2023-11-30,,SO2340,VLXD Đệ Nhất,Sale,,,XKTP-231130-01,MR - 9 x 2440 x 1220,MR090H,MR Long 9mm (Lv 1) ,MR 9mm Long,Pcs,3.0,100.0,300.0,2.9768,893.04,,
2022,219493,2023,2023-11-30,,SO2329,Lê Trần,Sale,Trailer,,XKTP-231130-02,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,5953.6,,
2023,219494,2024,2023-11-30,,SO2352,Đăng Hưng,Sale,Trailer,,XKTP-231130-03,SDA - 9 x 2440 x 1220,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,2.0,100.0,200.0,2.9768,595.36,,
2024,219495,2025,2023-11-30,,SO2352,Đăng Hưng,Sale,,,XKTP-231130-04,MRA - 9 x 2440 x 1220,MRA090H,MR Long 9mm (Lv 2) ,MR 9mm Long,Pcs,1.0,100.0,100.0,2.9768,297.68,,
2025,219496,2026,2023-11-30,,SO2352,Đăng Hưng,Sale,,,XKTP-231130-04,SD - 9 x 2440 x 1220,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,17.0,100.0,1700.0,2.9768,5060.56,,
2026,219497,2027,2023-11-30,,SO2335,H&H Vina,Sale,40,CMI,XKTP-231130-04,FR - 12.7 x 1830 x 1220,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,18.0,60.0,1080.0,2.2326,2411.21,,
